cityName,population,coords,countryName,continent,officialLanguage
Rajkot,2043000,Point(70.793333333 22.291666666),India,Asia,English
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,English
Ghaziabad,2375820,Point(77.416666666 28.666666666),India,Asia,English
Vasai-Virar,1222390,Point(72.8 19.47),India,Asia,English
Srinagar,1180570,Point(74.806111111 34.091111111),India,Asia,English
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,English
Singapore,5866139,Point(103.8 1.3),Singapore,Asia,English
Ranchi,1073440,Point(85.334722222 23.355555555),India,Asia,English
Auckland,1470100,Point(174.765277777 -36.849166666),New Zealand,Oceania,English
Faridabad,1404653,Point(77.31316 28.41124),India,Asia,English
Antananarivo,1275207,Point(47.525 -18.91),Madagascar,Africa,Malagasy
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Uzbek
Bangkok,5676648,Point(100.516666666 13.75),Thailand,Asia,Thai
Chiang Mai,1198000,Point(98.983333333 18.788888888),Thailand,Asia,Thai
Haiphong,2088020,Point(106.666666666 20.8),Vietnam,Asia,Vietnamese
Hanoi,8246600,Point(105.84117 21.0245),Vietnam,Asia,Vietnamese
Hanoi,7587800,Point(105.84117 21.0245),Vietnam,Asia,Vietnamese
Da Nang,2819900,Point(108.209722222 16.069444444),Vietnam,Asia,Vietnamese
Hanoi,7785000,Point(105.84117 21.0245),Vietnam,Asia,Vietnamese
Cần Thơ,3207000,Point(105.5005357 10.1547298),Vietnam,Asia,Vietnamese
Ho Chi Minh City,14002598,Point(106.701944444 10.775555555),Vietnam,Asia,Vietnamese
Huế,1236393,Point(107.586666666 16.463888888),Vietnam,Asia,Vietnamese
Hanoi,8435650,Point(105.84117 21.0245),Vietnam,Asia,Vietnamese
Cần Thơ,1252300,Point(105.5005357 10.1547298),Vietnam,Asia,Vietnamese
Cần Thơ,1237300,Point(105.5005357 10.1547298),Vietnam,Asia,Vietnamese
Haiphong,2103500,Point(106.666666666 20.8),Vietnam,Asia,Vietnamese
Da Nang,1007400,Point(108.209722222 16.069444444),Vietnam,Asia,Vietnamese
Huế,1178600,Point(107.586666666 16.463888888),Vietnam,Asia,Vietnamese
Hanoi,8717600,Point(105.84117 21.0245),Vietnam,Asia,Vietnamese
Da Nang,1220200,Point(108.209722222 16.069444444),Vietnam,Asia,Vietnamese
Da Nang,1220190,Point(108.209722222 16.069444444),Vietnam,Asia,Vietnamese
Hanoi,8330800,Point(105.84117 21.0245),Vietnam,Asia,Vietnamese
Cần Thơ,1252350,Point(105.5005357 10.1547298),Vietnam,Asia,Vietnamese
Da Nang,1230847,Point(108.209722222 16.069444444),Vietnam,Asia,Vietnamese
Haiphong,2124500,Point(106.666666666 20.8),Vietnam,Asia,Vietnamese
Biên Hòa,1104000,Point(106.822136 10.950764),Vietnam,Asia,Vietnamese
Thủ Đức,1013795,Point(106.724110667 10.864906308),Vietnam,Asia,Vietnamese
Thủ Đức,1013795,Point(106.751784 10.792402),Vietnam,Asia,Vietnamese
Incheon,3049315,Point(126.648611111 37.463888888),South Korea,Asia,Korean
Seoul,9668465,Point(126.99 37.56),South Korea,Asia,Korean
Busan,3453198,Point(129.075 35.18),South Korea,Asia,Korean
Ulsan,1127553,Point(129.316666666 35.55),South Korea,Asia,Korean
Gwangju,1409624,Point(126.916666666 35.166666666),South Korea,Asia,Korean
Hwaseong,1004079,Point(126.766666666 37.2),South Korea,Asia,Korean
Yongin,1084817,Point(127.201111111 37.236111111),South Korea,Asia,Korean
Daegu,2444412,Point(128.601666666 35.871666666),South Korea,Asia,Korean
Goyang,1061929,Point(126.835 37.656388888),South Korea,Asia,Korean
Changwon,1009998,Point(128.681111111 35.228055555),South Korea,Asia,Korean
Daejeon,1475221,Point(127.385 36.35),South Korea,Asia,Korean
Gwangju,1490092,Point(126.916666666 35.166666666),South Korea,Asia,Korean
Suwon,1234300,Point(127.01 37.285833333),South Korea,Asia,Korean
Daegu,2376044,Point(128.601666666 35.871666666),South Korea,Asia,Korean
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Turkmen
Ashgabat,1030063,Point(58.383333333 37.95),Turkmenistan,Asia,Turkmen
Chittagong,2581643,Point(91.8325 22.335),Bangladesh,Asia,Bangla
Chittagong,3230507,Point(91.8325 22.335),Bangladesh,Asia,Bangla
Dhaka,16800000,Point(90.394444444 23.728888888),Bangladesh,Asia,Bangla
Gazipur,2677715,Point(90.375 23.988888888),Bangladesh,Asia,Bangla
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Xhosa
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Xhosa
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Arabic
Casablanca,3215935,Point(-7.62 33.599166666),Morocco,Africa,Arabic
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Ndau
Sharjah,1247749,Point(55.411944444 25.3375),United Arab Emirates,Asia,Arabic
Tripoli,1293016,Point(13.18746 32.87519),Libya,Africa,Arabic
Abu Dhabi,1570000,Point(54.396944444 24.451111111),United Arab Emirates,Asia,Arabic
Nouakchott,1446761,Point(-15.9785 18.08581),Mauritania,Africa,Arabic
Dubai,3944751,Point(55.309444444 25.269722222),United Arab Emirates,Asia,Arabic
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Ndau
Tangier,1275428,Point(-5.803888888 35.776666666),Morocco,Africa,Arabic
Fez,1167842,Point(-5.003333333 34.043333333),Morocco,Africa,Arabic
Marrakesh,1002697,Point(-7.98108 31.62947),Morocco,Africa,Arabic
Pampas,44399835,Point(-74.8667 -12.3989),Peru,South America,Aymara
Lima,9943800,Point(-77.0375 -12.06),Peru,South America,Aymara
Arequipa,1008290,Point(-71.536944444 -16.398888888),Peru,South America,Aymara
Santiago,6269384,Point(-72.443676 -12.6175153),Peru,South America,Aymara
Santa Cruz de la Sierra,3151676,Point(-63.1975 -17.789166666),Bolivia,South America,Aymara
Fortaleza,2578483,Point(-38.5275 -3.7275),Brazil,South America,Portuguese
Nova Iguaçu,1297704,Point(-43.450833333 -22.758888888),Brazil,South America,Portuguese
Curitiba,1773718,Point(-49.271944444 -25.429722222),Brazil,South America,Portuguese
Salvador,2417678,Point(-38.492777777 -12.983055555),Brazil,South America,Portuguese
Guarulhos,1324781,Point(-46.533333333 -23.466666666),Brazil,South America,Portuguese
Belo Horizonte,2315560,Point(-43.941944444 -19.928055555),Brazil,South America,Portuguese
Belém,1303403,Point(-48.503888888 -1.455833333),Brazil,South America,Portuguese
São Luís,1037775,Point(-44.302777777 -2.53),Brazil,South America,Portuguese
Rio de Janeiro,6211223,Point(-43.205555555 -22.911111111),Brazil,South America,Portuguese
Nova Iguaçu,1094789,Point(-43.450833333 -22.758888888),Brazil,South America,Portuguese
Lagos,8048430,Point(-8.67422 37.10202),Portugal,Europe,Portuguese
Recife,1488920,Point(-34.880833333 -8.053888888),Brazil,South America,Portuguese
Manaus,2303732,Point(-60.021666666 -3.118888888),Brazil,South America,Portuguese
Porto Alegre,1388794,Point(-51.23 -30.032777777),Brazil,South America,Portuguese
Brasília,2996899,Point(-47.882777777 -15.793888888),Brazil,South America,Portuguese
Campinas,1213792,Point(-47.057294444 -22.900913888),Brazil,South America,Portuguese
Goiânia,1437366,Point(-49.256388888 -16.680555555),Brazil,South America,Portuguese
São Paulo,11451999,Point(-46.633947222 -23.550394444),Brazil,South America,Portuguese
Greater Rio de Janeiro,11900000,Point(-43.2078 -22.9028),Brazil,South America,Portuguese
Pampas,44399835,Point(-74.8667 -12.3989),Peru,South America,Quechua
Lima,9943800,Point(-77.0375 -12.06),Peru,South America,Quechua
Arequipa,1008290,Point(-71.536944444 -16.398888888),Peru,South America,Quechua
Santiago,6269384,Point(-72.443676 -12.6175153),Peru,South America,Quechua
Santa Cruz de la Sierra,3151676,Point(-63.1975 -17.789166666),Bolivia,South America,Quechua
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Venda
Ouagadougou,2453496,Point(-1.5275 12.368611111),Burkina Faso,Africa,Dioula
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Venda
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Balochi
Ouagadougou,2453496,Point(-1.5275 12.368611111),Burkina Faso,Africa,Bissa
Singapore,5866139,Point(103.8 1.3),Singapore,Asia,Tamil
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Chewa
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Chewa
Kawasaki,1539522,Point(139.703 35.530888888),Japan,Asia,Japanese
Hiroshima,1198021,Point(132.455305555 34.38525),Japan,Asia,Japanese
Sapporo,1959313,Point(141.354444444 43.061944444),Japan,Asia,Japanese
Fukuoka,1603043,Point(130.401666666 33.59),Japan,Asia,Japanese
Nagoya,2326844,Point(136.90641 35.18147),Japan,Asia,Japanese
Osaka,2751862,Point(135.502111111 34.69375),Japan,Asia,Japanese
Sendai,1061177,Point(140.869416666 38.268222222),Japan,Asia,Japanese
Kobe,1521707,Point(135.195444444 34.690166666),Japan,Asia,Japanese
Saitama,1325843,Point(139.645555555 35.861388888),Japan,Asia,Japanese
Kyoto,1463723,Point(135.768111111 35.011611111),Japan,Asia,Japanese
Tokyo,9640742,Point(139.774444 35.683889),Japan,Asia,Japanese
Yokohama,3757630,Point(139.634222222 35.450333333),Japan,Asia,Japanese
Nagoya,2326844,Point(136.906388888 35.181388888),Japan,Asia,Japanese
Tokyo,14264798,Point(139.691666666 35.689444444),Japan,Asia,Japanese
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Bambara
Kigali,1745555,Point(30.115 -1.9525),Rwanda,Africa,Kinyarwanda
Zamboanga City,1018849,Point(122.076111111 6.904166666),Philippines,Asia,Filipino
Quezon City,3084270,Point(121.0475 14.65),Philippines,Asia,Filipino
Davao City,1848947,Point(125.609441666 7.066233333),Philippines,Asia,Filipino
Taguig,1308085,Point(121.05 14.516666666),Philippines,Asia,Filipino
Metro Manila,14001751,Point(121.0 14.583333333),Philippines,Asia,Filipino
Manila,1902590,Point(120.977222222 14.595833333),Philippines,Asia,Filipino
Caloocan,1712945,Point(120.966666666 14.65),Philippines,Asia,Filipino
Brussels-Capital Region,1255795,Point(4.3525 50.846666666),Belgium,Europe,Dutch
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Fula
Yekaterinburg,1468833,Point(60.612777777 56.835555555),Russia,Europe,Russian
Moscow,13274285,Point(37.6175 55.750555555),Russia,Europe,Russian
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Shona
Krasnoyarsk,1092851,Point(92.871944444 56.008888888),Russia,Europe,Russian
Samara,1154223,Point(50.116666666 53.183333333),Russia,Europe,Russian
Nizhny Novgorod,1198245,Point(44.0075 56.326944444),Russia,Europe,Russian
Ufa,1144809,Point(55.9475 54.726111111),Russia,Europe,Russian
Voronezh,1041722,Point(39.210555555 51.671666666),Russia,Europe,Russian
Kazan,1329825,Point(49.114444444 55.790833333),Russia,Europe,Russian
Rostov-on-Don,1143123,Point(39.71 47.2225),Russia,Europe,Russian
Volgograd,1012219,Point(44.514722222 48.708611111),Russia,Europe,Russian
Perm,1027518,Point(56.248888888 58.013888888),Russia,Europe,Russian
Novosibirsk,1637266,Point(82.916666666 55.033333333),Russia,Europe,Russian
Saint Petersburg,5652922,Point(30.316666666 59.95),Russia,Europe,Russian
Krasnodar,1154885,Point(38.983333333 45.033333333),Russia,Europe,Russian
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Shona
Omsk,1101367,Point(73.383333333 54.966666666),Russia,Europe,Russian
Chelyabinsk,1176770,Point(61.4 55.15),Russia,Europe,Russian
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Tonga
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Tswana
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Tonga
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Tswana
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Pashto
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Bunun
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Bunun
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Bunun
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Bunun
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Bunun
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Bunun
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Bunun
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Bunun
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Bunun
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Tsonga
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Tsonga
Nairobi,5545000,Point(36.817222222 -1.286388888),Kenya,Africa,Swahili
Mombasa,1208333,Point(39.666666666 -4.05),Kenya,Africa,Swahili
Phnom Penh,2129371,Point(104.921027777 11.569583333),Cambodia,Asia,Khmer
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Khoisan
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Khoisan
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Pashayi
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Kassonke
Yerevan,1106300,Point(44.514444444 40.181388888),Armenia,Asia,Armenian
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Sesotho
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Maninka
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Minyanka
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Soninke
Pikine,1170791,Point(-17.402055555 14.744),Senegal,Africa,Wolof
Dakar,1438725,Point(-17.432 14.672555555),Senegal,Africa,Wolof
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Sesotho
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Bozo
Niamey,1496260,Point(2.1175 13.515),Niger,Africa,Hausa
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Kalanga
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Senufo
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Kalanga
Budapest,1685209,Point(19.040833333 47.498333333),Hungary,Europe,Hungarian
Pyongyang,2863000,Point(125.7475 39.016666666),North Korea,Asia,Korean
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Rukai
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Hassaniya Arabic
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Rukai
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Rukai
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Rukai
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Rukai
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Rukai
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Rukai
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Rukai
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Rukai
Kuala Lumpur,9000280,Point(101.695277777 3.147777777),Malaysia,Asia,Malay
Singapore,5866139,Point(103.8 1.3),Singapore,Asia,Malay
City of Belgrade,1681405,Point(20.46666668 44.81666668),Serbia,Europe,Serbian
City of Belgrade,1659440,Point(20.46666668 44.81666668),Serbia,Europe,Serbian
Belgrade,1197714,Point(20.456944444 44.817777777),Serbia,Europe,Serbian
Yangon,6874000,Point(96.15611 16.80528),Myanmar,Asia,Burmese
Mandalay,1225546,Point(96.08359 21.97473),Myanmar,Asia,Burmese
Yangon,6874000,Point(96.16 16.795),Myanmar,Asia,Burmese
Mandalay,1225546,Point(96.084444444 21.983055555),Myanmar,Asia,Burmese
Naypyidaw,1160242,Point(96.115 19.7475),Myanmar,Asia,Burmese
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Nuristani
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Dari
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Kanakanavu
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Kanakanavu
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Kanakanavu
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Kanakanavu
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Kanakanavu
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Kanakanavu
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Kanakanavu
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Kanakanavu
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Kanakanavu
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Standard Taiwanese Mandarin
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Standard Taiwanese Mandarin
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Standard Taiwanese Mandarin
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Standard Taiwanese Mandarin
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Standard Taiwanese Mandarin
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Standard Taiwanese Mandarin
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Standard Taiwanese Mandarin
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Standard Taiwanese Mandarin
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Standard Taiwanese Mandarin
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Northern Ndebele
Ouagadougou,2453496,Point(-1.5275 12.368611111),Burkina Faso,Africa,Mooré
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Northern Ndebele
Tashkent,2956384,Point(69.279722222 41.311111111),Uzbekistan,Asia,Uzbek
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Seediq
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Puyuma
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Seediq
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Puyuma
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Seediq
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Puyuma
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Seediq
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Puyuma
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Seediq
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Puyuma
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Seediq
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Puyuma
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Seediq
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Puyuma
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Seediq
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Puyuma
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Seediq
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Puyuma
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Zulu
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Zulu
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Zulu
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Zulu
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Zulu
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Zulu
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Zulu
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Zulu
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Zulu
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Zulu
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Zulu
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Zulu
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Zulu
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Zulu
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Zulu
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Zulu
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Saisiyat
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Dogon
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Saisiyat
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Saisiyat
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Saisiyat
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Saisiyat
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Saisiyat
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Saisiyat
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Saisiyat
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Saisiyat
Monterrey,1142952,Point(-100.318055555 25.684444444),Mexico,North America,Yucatec Maya
Greater Mexico City,21905000,Point(-99.133158333 19.432519444),Mexico,North America,Yucatec Maya
Guadalajara,1385621,Point(-103.342222222 20.676388888),Mexico,North America,Yucatec Maya
Tijuana,1964788,Point(-117.037155 32.536447),Mexico,North America,Yucatec Maya
Mexico City,9209944,Point(-99.13589 19.353773),Mexico,North America,Yucatec Maya
Ciudad Juárez,1512450,Point(-106.42 31.6685),Mexico,North America,Yucatec Maya
Zapopan,1257547,Point(-103.391111111 20.720833333),Mexico,North America,Yucatec Maya
El Paso–Juárez,2400000,Point(-106.48694444 31.73944444),Mexico,North America,Yucatec Maya
San Luis Potosí,2822255,Point(-100.975 22.149722222),Mexico,North America,Yucatec Maya
Ciudad Juárez,1321004,Point(-106.42 31.6685),Mexico,North America,Yucatec Maya
El Paso–Juárez,2539946,Point(-106.48694444 31.73944444),Mexico,North America,Yucatec Maya
Veracruz,8062579,Point(-96.153333333 19.190277777),Mexico,North America,Yucatec Maya
León de Los Aldama,1579803,Point(-101.683333333 21.121944444),Mexico,North America,Yucatec Maya
Ahvaz,1184788,Point(48.684166666 31.318888888),Iran,Asia,Persian
Ulaanbaatar,1396288,Point(106.905515 47.921357),Mongolia,Asia,Mongolian
Isfahan,1961260,Point(51.675 32.6525),Iran,Asia,Persian
Tehran,8693706,Point(51.389722222 35.688888888),Iran,Asia,Persian
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Yami
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Atayal
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Saaroa
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Kavalan
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Tsou
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Yami
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Atayal
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Saaroa
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Kavalan
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Tsou
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Yami
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Atayal
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Saaroa
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Kavalan
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Tsou
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Yami
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Atayal
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Saaroa
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Kavalan
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Tsou
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Yami
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Atayal
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Saaroa
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Kavalan
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Tsou
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Yami
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Atayal
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Saaroa
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Kavalan
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Tsou
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Yami
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Atayal
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Saaroa
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Kavalan
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Tsou
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Yami
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Atayal
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Saaroa
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Kavalan
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Tsou
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Yami
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Atayal
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Saaroa
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Kavalan
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Tsou
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Xhosa
Kabul,5333284,Point(69.165833333 34.532777777),Afghanistan,Asia,Pamir
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Xhosa
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Xhosa
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Xhosa
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Taiwanese Hakka
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Paiwan
Casablanca,3215935,Point(-7.62 33.599166666),Morocco,Africa,Standard Moroccan Tamazight
